survived,pclass,sex,age,sibsp,parch,fare,embarked
0,3.0,0.0,34.0,0.0,0.0,7.0,1.0
0,3.0,1.0,47.0,1.0,0.0,7.0,2.0
0,2.0,0.0,62.0,0.0,0.0,9.0,1.0
0,3.0,0.0,27.0,0.0,0.0,8.0,2.0
1,3.0,1.0,22.0,1.0,1.0,12.0,2.0
0,3.0,0.0,14.0,0.0,0.0,9.0,2.0
1,3.0,1.0,30.0,0.0,0.0,7.0,1.0
0,2.0,0.0,26.0,1.0,1.0,29.0,2.0
1,3.0,1.0,18.0,0.0,0.0,7.0,0.0
0,3.0,0.0,21.0,2.0,0.0,24.0,2.0
0,3.0,0.0,28.08907249922291,0.0,0.0,7.0,2.0
0,1.0,0.0,46.0,0.0,0.0,26.0,2.0
1,1.0,1.0,23.0,1.0,0.0,82.0,2.0
0,2.0,0.0,63.0,1.0,0.0,26.0,2.0
1,1.0,1.0,47.0,1.0,0.0,61.0,2.0
1,2.0,1.0,24.0,1.0,0.0,27.0,0.0
0,2.0,0.0,35.0,0.0,0.0,12.0,1.0
0,3.0,0.0,21.0,0.0,0.0,7.0,0.0
1,3.0,1.0,27.0,1.0,0.0,7.0,2.0
1,3.0,1.0,45.0,0.0,0.0,7.0,0.0
0,1.0,0.0,55.0,1.0,0.0,59.0,0.0
0,3.0,0.0,9.0,0.0,1.0,3.0,2.0
1,1.0,1.0,38.12157628217247,0.0,0.0,31.0,2.0
1,1.0,0.0,21.0,0.0,1.0,61.0,0.0
1,1.0,1.0,48.0,1.0,3.0,262.0,0.0
0,3.0,0.0,50.0,1.0,0.0,14.0,2.0
1,1.0,1.0,22.0,0.0,1.0,61.0,0.0
0,3.0,0.0,22.0,0.0,0.0,7.0,0.0
0,1.0,0.0,41.0,0.0,0.0,30.0,2.0
0,3.0,0.0,12.315224029978339,2.0,0.0,21.0,0.0
0,2.0,0.0,50.0,1.0,0.0,26.0,2.0
0,2.0,0.0,24.0,2.0,0.0,31.0,2.0
0,3.0,1.0,33.0,1.0,2.0,20.0,2.0
1,3.0,1.0,23.421296774508463,1.0,2.0,23.0,2.0
0,1.0,0.0,30.0,1.0,0.0,57.0,0.0
0,3.0,0.0,18.0,0.0,0.0,7.0,0.0
1,3.0,1.0,24.311300422738373,0.0,0.0,8.0,2.0
1,3.0,1.0,21.0,0.0,0.0,8.0,2.0
0,3.0,0.0,25.0,0.0,0.0,9.0,2.0
0,3.0,0.0,22.158147881158825,0.0,0.0,56.0,2.0
0,3.0,0.0,39.0,0.0,1.0,13.0,0.0
0,1.0,0.0,40.89255615017478,0.0,0.0,26.0,2.0
0,3.0,0.0,41.0,0.0,0.0,7.0,2.0
1,2.0,1.0,30.0,0.0,0.0,13.0,2.0
1,1.0,1.0,45.0,1.0,0.0,52.0,2.0
0,3.0,0.0,25.0,0.0,0.0,7.0,2.0
0,1.0,0.0,45.0,0.0,0.0,29.0,0.0
0,3.0,0.0,27.081964962180134,0.0,0.0,7.0,1.0
1,1.0,1.0,60.0,0.0,0.0,76.0,0.0
0,3.0,1.0,36.0,0.0,2.0,15.0,2.0
0,1.0,0.0,24.0,1.0,0.0,60.0,2.0
0,2.0,0.0,27.0,0.0,0.0,15.0,0.0
1,2.0,1.0,20.0,2.0,1.0,23.0,2.0
1,1.0,1.0,28.0,3.0,2.0,263.0,2.0
0,2.0,0.0,35.06537201629895,0.0,0.0,15.0,0.0
0,3.0,0.0,10.0,4.0,1.0,29.0,1.0
0,3.0,0.0,35.0,0.0,0.0,7.0,2.0
0,3.0,0.0,25.0,0.0,0.0,7.0,2.0
0,3.0,0.0,24.497217995065746,1.0,0.0,16.0,2.0
1,1.0,1.0,36.0,0.0,0.0,262.0,0.0
0,3.0,0.0,17.0,0.0,0.0,7.0,2.0
0,2.0,0.0,32.0,0.0,0.0,13.0,2.0
0,3.0,0.0,18.0,0.0,0.0,7.0,2.0
1,3.0,1.0,22.0,0.0,0.0,7.0,1.0
1,1.0,0.0,13.0,2.0,2.0,262.0,0.0
1,2.0,1.0,30.548746705928416,0.0,0.0,21.0,2.0
1,3.0,1.0,18.0,0.0,0.0,7.0,1.0
0,1.0,0.0,47.0,0.0,0.0,42.0,2.0
1,1.0,0.0,31.0,0.0,0.0,28.0,0.0
1,1.0,1.0,60.0,1.0,4.0,263.0,2.0
1,3.0,1.0,24.0,0.0,0.0,7.0,1.0
0,3.0,0.0,21.0,0.0,0.0,7.0,2.0
1,3.0,1.0,29.0,0.0,0.0,7.0,2.0
1,1.0,0.0,28.0,0.0,0.0,27.0,0.0
1,1.0,1.0,35.0,0.0,0.0,211.0,0.0
1,1.0,0.0,32.0,0.0,0.0,211.0,0.0
0,3.0,0.0,27.96803322130324,0.0,0.0,8.0,2.0
1,1.0,1.0,55.0,2.0,0.0,25.0,2.0
0,2.0,0.0,30.0,0.0,0.0,13.0,2.0
1,3.0,1.0,24.0,0.0,0.0,7.0,1.0
0,3.0,0.0,6.0,1.0,1.0,15.0,0.0
0,1.0,0.0,67.0,1.0,0.0,221.0,2.0
0,1.0,0.0,49.0,0.0,0.0,26.0,2.0
0,3.0,0.0,28.08907249922291,0.0,0.0,7.0,2.0
0,2.0,0.0,34.96572012021592,0.0,0.0,10.0,1.0
0,3.0,0.0,19.417551418588843,1.0,0.0,14.0,0.0
1,3.0,1.0,27.0,0.0,0.0,7.0,1.0
1,3.0,1.0,18.0,0.0,0.0,8.0,2.0
1,3.0,1.0,23.00343865194528,0.0,0.0,7.0,1.0
0,2.0,0.0,2.0,1.0,1.0,23.0,2.0
1,3.0,1.0,22.0,1.0,0.0,13.0,2.0
0,3.0,0.0,28.08907249922291,0.0,0.0,7.0,2.0
1,1.0,1.0,27.0,1.0,2.0,52.0,2.0
0,3.0,0.0,27.96803322130324,0.0,0.0,8.0,2.0
1,1.0,0.0,25.0,0.0,0.0,26.0,0.0
0,3.0,0.0,25.0,0.0,0.0,7.0,2.0
1,1.0,1.0,76.0,1.0,0.0,78.0,2.0
0,3.0,0.0,29.0,0.0,0.0,7.0,2.0
1,3.0,1.0,20.0,0.0,0.0,7.0,2.0
0,3.0,0.0,33.0,0.0,0.0,8.0,2.0
1,1.0,1.0,43.0,1.0,0.0,55.0,0.0
0,2.0,0.0,27.0,1.0,0.0,26.0,2.0
0,3.0,0.0,27.081964962180134,0.0,0.0,7.0,1.0
0,3.0,0.0,26.0,0.0,0.0,7.0,2.0
1,3.0,1.0,16.0,1.0,1.0,8.0,0.0
0,3.0,0.0,28.0,0.0,0.0,22.0,2.0
0,3.0,0.0,21.0,0.0,0.0,7.0,1.0
0,3.0,0.0,27.081964962180134,0.0,0.0,7.0,1.0
0,3.0,0.0,27.96803322130324,0.0,0.0,8.0,2.0
0,2.0,0.0,18.0,0.0,0.0,13.0,2.0
0,2.0,0.0,41.0,0.0,0.0,15.0,0.0
1,3.0,1.0,23.00343865194528,0.0,0.0,7.0,1.0
1,1.0,1.0,36.0,0.0,0.0,31.0,0.0
1,3.0,1.0,18.0,0.0,0.0,7.0,1.0
1,1.0,1.0,63.0,1.0,0.0,221.0,2.0
0,3.0,0.0,18.0,1.0,0.0,14.0,0.0
0,3.0,0.0,26.19842492376235,0.0,0.0,6.0,0.0
1,3.0,1.0,1.0,1.0,1.0,16.0,2.0
1,1.0,0.0,36.0,0.0,0.0,75.0,0.0
1,2.0,1.0,29.0,1.0,0.0,26.0,2.0
1,2.0,1.0,12.0,0.0,0.0,15.0,2.0
0,3.0,0.0,23.188845635260158,1.0,0.0,7.0,1.0
1,1.0,1.0,35.0,1.0,0.0,57.0,0.0
0,3.0,0.0,28.0,0.0,0.0,7.0,2.0
0,3.0,0.0,27.081964962180134,0.0,0.0,7.0,1.0
1,3.0,1.0,17.0,0.0,1.0,16.0,2.0
0,3.0,0.0,22.0,0.0,0.0,7.0,2.0
1,3.0,1.0,11.399508923939024,2.0,0.0,23.0,1.0
0,2.0,0.0,42.0,0.0,0.0,13.0,2.0
0,3.0,0.0,24.0,0.0,0.0,8.0,2.0
0,3.0,0.0,32.0,0.0,0.0,8.0,2.0
0,1.0,0.0,53.0,0.0,0.0,28.0,0.0
1,3.0,1.0,31.477138930588254,0.0,4.0,25.0,2.0
0,3.0,0.0,20.660389340195636,1.0,0.0,6.0,0.0
0,3.0,0.0,43.0,0.0,0.0,7.0,2.0
0,3.0,0.0,24.0,0.0,0.0,7.0,2.0
0,3.0,0.0,26.0,0.0,0.0,7.0,0.0
0,2.0,0.0,26.0,0.0,0.0,13.0,2.0
1,3.0,1.0,23.0,0.0,0.0,8.0,2.0
0,3.0,0.0,40.0,1.0,6.0,46.0,2.0
0,3.0,1.0,10.0,5.0,2.0,46.0,2.0
1,1.0,1.0,33.0,0.0,0.0,151.0,2.0
0,1.0,0.0,61.0,1.0,3.0,262.0,0.0
0,2.0,0.0,28.0,0.0,0.0,26.0,2.0
0,1.0,0.0,42.0,0.0,0.0,26.0,2.0
0,3.0,0.0,31.0,3.0,0.0,18.0,2.0
0,1.0,0.0,40.31738110734671,0.0,0.0,51.0,2.0
0,3.0,0.0,22.0,0.0,0.0,8.0,2.0
0,1.0,0.0,40.89255615017478,0.0,0.0,26.0,2.0
0,2.0,0.0,30.0,1.0,1.0,26.0,2.0
1,1.0,1.0,23.0,0.0,1.0,83.0,0.0
0,3.0,0.0,26.074857425137356,0.0,0.0,7.0,0.0
0,3.0,0.0,60.0,0.0,0.0,-1.0,2.0
0,3.0,1.0,36.0,0.0,2.0,12.0,2.0
0,3.0,0.0,13.0,4.0,2.0,31.0,2.0
0,3.0,0.0,24.0,0.0,0.0,7.0,2.0
1,1.0,1.0,29.0,0.0,0.0,221.0,2.0
1,3.0,1.0,23.0,0.0,0.0,7.0,2.0
0,1.0,0.0,42.0,0.0,0.0,26.0,2.0
1,3.0,1.0,26.0,0.0,2.0,13.0,2.0
1,3.0,1.0,23.00343865194528,0.0,0.0,7.0,1.0
0,3.0,0.0,7.0,1.0,1.0,15.0,0.0
1,2.0,1.0,26.0,0.0,0.0,13.0,2.0
0,3.0,0.0,28.08907249922291,0.0,0.0,7.0,2.0
0,2.0,0.0,41.0,0.0,0.0,13.0,2.0
1,3.0,1.0,26.0,1.0,1.0,22.0,2.0
0,1.0,0.0,48.0,0.0,0.0,50.0,0.0
0,3.0,0.0,18.0,2.0,2.0,34.0,2.0
1,1.0,1.0,41.233100509482185,0.0,0.0,27.0,0.0
1,3.0,1.0,22.0,0.0,0.0,8.0,2.0
0,3.0,0.0,28.08907249922291,0.0,0.0,7.0,2.0
0,3.0,0.0,27.0,0.0,0.0,7.0,0.0
0,3.0,0.0,23.0,1.0,0.0,13.0,2.0
0,3.0,0.0,26.074857425137356,0.0,0.0,7.0,0.0
0,3.0,0.0,40.0,1.0,5.0,31.0,2.0
1,2.0,1.0,15.0,0.0,2.0,39.0,2.0
1,2.0,1.0,20.0,0.0,0.0,36.0,2.0
0,1.0,0.0,54.0,1.0,0.0,55.0,0.0
1,2.0,1.0,36.0,0.0,3.0,39.0,2.0
1,1.0,1.0,64.0,0.0,2.0,83.0,0.0
0,2.0,0.0,30.0,0.0,0.0,13.0,2.0
0,1.0,0.0,37.0,1.0,1.0,83.0,0.0
1,1.0,1.0,18.0,1.0,0.0,53.0,2.0
0,3.0,0.0,27.081964962180134,0.0,0.0,7.0,1.0
1,1.0,1.0,27.0,1.0,1.0,247.0,0.0
0,2.0,0.0,40.0,0.0,0.0,16.0,2.0
1,2.0,1.0,21.0,0.0,1.0,21.0,2.0
0,3.0,0.0,17.0,2.0,0.0,8.0,2.0
0,3.0,1.0,12.249499971950016,8.0,2.0,69.0,2.0
0,2.0,0.0,40.0,0.0,0.0,13.0,2.0
0,2.0,0.0,34.0,1.0,0.0,26.0,2.0
0,1.0,0.0,40.89255615017478,0.0,0.0,26.0,2.0
0,3.0,0.0,11.0,1.0,1.0,14.0,2.0
0,2.0,0.0,61.0,0.0,0.0,12.0,1.0
0,2.0,0.0,8.0,0.0,2.0,32.0,2.0
0,3.0,0.0,33.0,0.0,0.0,7.0,2.0
1,1.0,0.0,6.0,0.0,2.0,134.0,0.0
1,3.0,1.0,18.0,0.0,0.0,7.0,2.0
0,2.0,0.0,23.0,0.0,0.0,10.0,2.0
1,3.0,1.0,24.311300422738373,0.0,0.0,8.0,2.0
1,3.0,1.0,22.046497686488078,0.0,0.0,15.0,1.0
0,3.0,0.0,0.0,0.0,2.0,14.0,2.0
0,1.0,0.0,47.0,1.0,0.0,227.0,0.0
1,2.0,1.0,8.0,1.0,1.0,26.0,2.0
0,2.0,0.0,25.0,0.0,0.0,10.0,2.0
0,1.0,0.0,44.78907437227609,0.0,0.0,25.0,0.0
1,3.0,1.0,35.0,0.0,0.0,7.0,1.0
0,2.0,0.0,24.0,0.0,0.0,10.0,2.0
1,1.0,1.0,33.0,0.0,0.0,27.0,0.0
0,3.0,0.0,25.0,0.0,0.0,7.0,2.0
0,3.0,0.0,32.0,0.0,0.0,22.0,2.0
0,3.0,0.0,28.08907249922291,0.0,0.0,7.0,2.0
0,2.0,0.0,17.0,0.0,0.0,73.0,2.0
0,2.0,1.0,60.0,1.0,0.0,26.0,2.0
0,3.0,1.0,38.0,4.0,2.0,7.0,2.0
0,1.0,0.0,42.0,0.0,0.0,42.0,2.0
1,3.0,1.0,23.00343865194528,0.0,0.0,7.0,1.0
0,1.0,0.0,57.0,1.0,1.0,164.0,2.0
1,1.0,1.0,50.0,1.0,1.0,211.0,0.0
0,3.0,0.0,27.96803322130324,0.0,0.0,8.0,2.0
1,2.0,1.0,30.0,1.0,0.0,13.0,0.0
0,3.0,0.0,21.0,0.0,0.0,8.0,2.0
1,2.0,1.0,22.0,0.0,0.0,10.0,2.0
0,3.0,0.0,21.0,0.0,0.0,7.0,2.0
1,1.0,1.0,53.0,0.0,0.0,27.0,0.0
1,3.0,1.0,22.590210592005207,0.0,2.0,15.0,0.0
0,3.0,0.0,23.0,0.0,0.0,7.0,2.0
1,3.0,1.0,23.00343865194528,0.0,0.0,7.0,1.0
0,3.0,0.0,40.0,0.0,0.0,15.0,2.0
0,2.0,0.0,36.0,0.0,0.0,13.0,2.0
0,2.0,0.0,14.0,0.0,0.0,65.0,2.0
1,1.0,1.0,21.0,0.0,0.0,26.0,2.0
0,3.0,0.0,21.0,1.0,0.0,6.0,2.0
0,3.0,0.0,27.081964962180134,0.0,0.0,7.0,1.0
0,1.0,0.0,39.0,1.0,0.0,71.0,0.0
0,3.0,0.0,20.0,0.0,0.0,7.0,2.0
0,1.0,0.0,64.0,1.0,0.0,75.0,0.0
0,3.0,0.0,20.0,0.0,0.0,7.0,0.0
1,2.0,1.0,18.0,1.0,1.0,13.0,2.0
1,1.0,1.0,48.0,1.0,0.0,106.0,0.0
1,1.0,1.0,55.0,0.0,0.0,27.0,0.0
1,2.0,1.0,45.0,0.0,2.0,30.0,2.0
0,1.0,0.0,45.0,1.0,1.0,134.0,0.0
0,3.0,0.0,28.08907249922291,0.0,0.0,7.0,2.0
0,3.0,0.0,22.310240435043838,1.0,2.0,23.0,2.0
0,1.0,0.0,41.0,1.0,0.0,51.0,2.0
1,2.0,1.0,22.0,0.0,0.0,21.0,2.0
0,2.0,0.0,42.0,1.0,1.0,32.0,2.0
1,2.0,1.0,29.0,1.0,0.0,26.0,2.0
1,3.0,1.0,14.49540903099323,1.0,0.0,14.0,0.0
1,2.0,1.0,0.0,1.0,2.0,27.0,2.0
0,3.0,0.0,20.0,0.0,0.0,7.0,2.0
1,1.0,0.0,27.0,1.0,0.0,136.0,0.0
0,3.0,0.0,24.0,0.0,0.0,9.0,2.0
0,3.0,0.0,32.0,0.0,0.0,9.0,2.0
0,3.0,0.0,28.08907249922291,0.0,0.0,7.0,2.0
0,3.0,0.0,27.081964962180134,0.0,0.0,7.0,1.0
0,3.0,0.0,28.0,0.0,0.0,8.0,2.0
1,2.0,1.0,19.0,0.0,0.0,13.0,2.0
0,3.0,0.0,21.0,0.0,0.0,7.0,2.0
0,3.0,0.0,36.0,1.0,0.0,17.0,2.0
0,3.0,0.0,21.0,0.0,0.0,7.0,2.0
1,2.0,1.0,29.0,0.0,2.0,23.0,2.0
1,3.0,1.0,1.0,1.0,1.0,12.0,2.0
0,2.0,0.0,30.0,0.0,0.0,12.0,0.0
0,3.0,0.0,28.08907249922291,0.0,0.0,7.0,2.0
0,1.0,0.0,41.49073819471596,0.0,0.0,0.0,2.0
0,3.0,0.0,28.08907249922291,0.0,0.0,7.0,2.0
1,3.0,1.0,24.311300422738373,0.0,0.0,8.0,2.0
0,3.0,0.0,17.0,0.0,0.0,8.0,2.0
0,1.0,0.0,46.0,0.0,0.0,75.0,0.0
0,3.0,0.0,27.081964962180134,0.0,0.0,7.0,1.0
1,1.0,1.0,26.0,1.0,0.0,136.0,0.0
1,3.0,1.0,17.455771720549006,1.0,0.0,15.0,1.0
0,3.0,0.0,26.074857425137356,0.0,0.0,7.0,0.0
1,2.0,1.0,20.0,1.0,0.0,26.0,2.0
0,2.0,0.0,28.0,0.0,0.0,10.0,2.0
0,2.0,0.0,40.0,1.0,0.0,26.0,2.0
0,2.0,0.0,30.0,1.0,0.0,21.0,2.0
0,2.0,0.0,22.0,0.0,0.0,10.0,2.0
1,3.0,1.0,23.0,0.0,0.0,8.0,2.0
0,3.0,0.0,0.0,1.0,1.0,13.0,2.0
1,3.0,1.0,23.00343865194528,0.0,0.0,7.0,1.0
1,3.0,1.0,9.0,1.0,1.0,15.0,0.0
1,3.0,1.0,2.0,1.0,1.0,20.0,2.0
0,3.0,0.0,36.0,0.0,0.0,7.0,2.0
0,3.0,0.0,28.08907249922291,0.0,0.0,7.0,2.0
0,1.0,0.0,24.0,1.0,0.0,82.0,2.0
0,3.0,0.0,26.074857425137356,0.0,0.0,7.0,0.0
0,3.0,0.0,27.96803322130324,0.0,0.0,8.0,2.0
0,1.0,0.0,40.59346512790418,0.0,0.0,39.0,2.0
1,3.0,1.0,30.0,0.0,0.0,6.0,1.0
0,3.0,0.0,26.074857425137356,0.0,0.0,7.0,0.0
0,1.0,0.0,53.0,1.0,1.0,81.0,2.0
0,3.0,0.0,36.0,0.0,0.0,9.0,2.0
0,3.0,0.0,26.0,0.0,0.0,7.0,2.0
1,2.0,1.0,1.0,1.0,2.0,41.0,0.0
0,3.0,0.0,12.315224029978339,2.0,0.0,21.0,0.0
0,1.0,0.0,30.0,0.0,0.0,45.0,2.0
0,3.0,0.0,29.0,0.0,0.0,7.0,2.0
0,3.0,0.0,32.0,0.0,0.0,7.0,2.0
0,2.0,0.0,35.06537201629895,0.0,0.0,15.0,0.0
0,2.0,0.0,43.0,0.0,1.0,21.0,2.0
0,3.0,0.0,24.0,0.0,0.0,8.0,2.0
1,3.0,1.0,23.00343865194528,0.0,0.0,7.0,1.0
1,1.0,1.0,64.0,1.0,1.0,26.0,2.0
0,1.0,0.0,30.0,1.0,2.0,151.0,2.0
0,3.0,0.0,0.0,0.0,1.0,9.0,2.0
0,1.0,0.0,55.0,1.0,1.0,93.0,2.0
0,3.0,1.0,45.0,1.0,0.0,14.0,2.0
0,3.0,0.0,18.0,0.0,0.0,8.0,2.0
0,3.0,0.0,22.0,0.0,0.0,7.0,0.0
0,3.0,0.0,28.08907249922291,0.0,0.0,7.0,2.0
1,3.0,1.0,37.0,0.0,0.0,7.0,1.0
1,1.0,1.0,55.0,0.0,0.0,135.0,0.0
1,3.0,1.0,17.0,0.0,0.0,7.0,1.0
0,1.0,0.0,57.0,1.0,0.0,146.0,0.0
0,2.0,0.0,19.0,0.0,0.0,10.0,2.0
0,3.0,0.0,27.0,0.0,0.0,7.0,2.0
0,2.0,0.0,22.0,2.0,0.0,31.0,2.0
0,3.0,0.0,26.0,0.0,0.0,7.0,2.0
0,3.0,0.0,25.0,0.0,0.0,7.0,0.0
0,2.0,0.0,26.0,0.0,0.0,13.0,2.0
0,1.0,0.0,33.0,0.0,0.0,26.0,2.0
1,1.0,1.0,39.0,0.0,0.0,211.0,2.0
0,3.0,0.0,23.0,0.0,0.0,7.0,2.0
1,2.0,1.0,12.0,2.0,1.0,39.0,2.0
0,1.0,0.0,46.0,0.0,0.0,79.0,0.0
0,2.0,0.0,29.0,1.0,0.0,26.0,2.0
0,2.0,0.0,21.0,0.0,0.0,13.0,2.0
1,2.0,1.0,48.0,0.0,2.0,36.0,2.0
0,1.0,0.0,39.0,0.0,0.0,29.0,0.0
0,3.0,0.0,26.074857425137356,0.0,0.0,7.0,0.0
1,3.0,1.0,19.0,1.0,1.0,15.0,0.0
0,3.0,0.0,27.0,0.0,0.0,7.0,2.0
0,1.0,0.0,30.0,0.0,0.0,26.0,2.0
0,2.0,0.0,32.0,0.0,0.0,13.0,2.0
0,3.0,0.0,39.0,0.0,2.0,7.0,0.0
0,2.0,0.0,25.0,0.0,0.0,31.0,2.0
0,3.0,0.0,26.074857425137356,0.0,0.0,7.0,0.0
0,2.0,0.0,18.0,0.0,0.0,10.0,2.0
0,3.0,0.0,32.0,0.0,0.0,7.0,2.0
0,3.0,0.0,36.88812982759708,1.0,9.0,69.0,2.0
1,1.0,1.0,58.0,0.0,1.0,512.0,0.0
0,3.0,0.0,23.689534180502314,1.0,1.0,14.0,2.0
1,3.0,1.0,16.0,0.0,0.0,7.0,2.0
0,2.0,0.0,26.0,0.0,0.0,13.0,2.0
1,3.0,1.0,38.0,0.0,0.0,7.0,0.0
0,2.0,0.0,24.0,0.0,0.0,13.0,2.0
1,2.0,1.0,31.0,0.0,0.0,21.0,2.0
1,1.0,1.0,45.0,0.0,1.0,63.0,0.0
0,2.0,0.0,25.0,0.0,0.0,10.0,2.0
0,2.0,0.0,18.0,0.0,0.0,73.0,2.0
0,2.0,0.0,49.0,1.0,2.0,65.0,2.0
1,3.0,1.0,0.0,1.0,2.0,20.0,2.0
0,1.0,0.0,50.0,0.0,0.0,26.0,2.0
1,1.0,1.0,59.0,2.0,0.0,51.0,2.0
0,3.0,0.0,28.08907249922291,0.0,0.0,7.0,2.0
0,3.0,0.0,27.081964962180134,0.0,0.0,7.0,1.0
1,3.0,1.0,30.0,1.0,0.0,15.0,2.0
0,3.0,0.0,14.0,8.0,2.0,69.0,2.0
1,2.0,1.0,24.0,1.0,1.0,37.0,0.0
1,2.0,1.0,31.0,0.0,0.0,21.0,2.0
0,3.0,0.0,27.0,0.0,0.0,8.0,2.0
1,1.0,1.0,25.0,1.0,0.0,55.0,0.0
0,3.0,1.0,56.22057113327156,1.0,9.0,69.0,2.0
0,3.0,0.0,19.417551418588843,1.0,0.0,14.0,0.0
1,3.0,1.0,22.0,0.0,0.0,39.0,2.0
1,1.0,1.0,45.0,0.0,1.0,59.0,0.0
0,2.0,0.0,29.0,0.0,0.0,13.0,0.0
0,2.0,0.0,21.0,1.0,0.0,11.0,2.0
1,1.0,1.0,31.0,0.0,0.0,134.0,0.0
0,1.0,0.0,49.0,0.0,0.0,0.0,2.0
0,2.0,0.0,44.0,0.0,0.0,13.0,2.0
1,1.0,1.0,54.0,1.0,1.0,81.0,2.0
1,1.0,1.0,45.0,0.0,0.0,262.0,0.0
0,3.0,1.0,22.0,2.0,0.0,8.0,2.0
0,2.0,0.0,21.0,0.0,0.0,11.0,2.0
0,1.0,0.0,55.0,0.0,0.0,50.0,2.0
0,3.0,0.0,5.0,4.0,2.0,31.0,2.0
0,3.0,0.0,27.081964962180134,0.0,0.0,7.0,1.0
0,3.0,0.0,26.0,0.0,0.0,7.0,1.0
1,3.0,1.0,23.601179360761424,0.0,0.0,14.0,2.0
1,3.0,1.0,19.0,1.0,0.0,16.0,2.0
0,2.0,0.0,34.349265141891514,0.0,0.0,12.0,2.0
1,2.0,1.0,24.0,1.0,2.0,65.0,2.0
0,3.0,0.0,24.0,0.0,0.0,7.0,2.0
0,2.0,0.0,57.0,0.0,0.0,13.0,2.0
0,3.0,0.0,21.0,0.0,0.0,7.0,1.0
0,3.0,0.0,6.0,3.0,1.0,21.0,2.0
1,1.0,0.0,23.0,0.0,0.0,93.0,2.0
1,1.0,1.0,51.0,0.0,1.0,39.0,2.0
0,3.0,0.0,13.0,0.0,2.0,20.0,2.0
0,2.0,0.0,47.0,0.0,0.0,10.0,2.0
0,3.0,0.0,29.0,3.0,1.0,22.0,2.0
1,1.0,1.0,18.0,1.0,0.0,60.0,2.0
0,3.0,0.0,24.0,0.0,0.0,7.0,1.0
1,1.0,1.0,48.0,1.0,1.0,79.0,0.0
0,3.0,0.0,22.0,0.0,0.0,7.0,2.0
0,3.0,0.0,31.0,0.0,0.0,7.0,1.0
1,1.0,1.0,30.0,0.0,0.0,164.0,2.0
0,2.0,0.0,38.0,1.0,0.0,21.0,2.0
1,1.0,1.0,22.0,0.0,1.0,59.0,0.0
1,1.0,0.0,17.0,0.0,0.0,47.0,2.0
0,1.0,0.0,43.0,1.0,0.0,27.0,0.0
0,2.0,0.0,20.0,0.0,0.0,13.0,0.0
0,2.0,0.0,23.0,1.0,0.0,10.0,2.0
0,1.0,0.0,50.0,1.0,1.0,211.0,0.0
1,3.0,1.0,23.00343865194528,0.0,0.0,7.0,1.0
1,3.0,1.0,3.0,1.0,1.0,13.0,2.0
1,3.0,1.0,23.00343865194528,0.0,0.0,7.0,1.0
1,1.0,1.0,37.0,1.0,0.0,90.0,1.0
1,3.0,1.0,28.0,0.0,0.0,7.0,2.0
0,3.0,0.0,27.96803322130324,0.0,0.0,8.0,2.0
1,1.0,1.0,39.0,0.0,0.0,108.0,0.0
0,3.0,0.0,38.0,0.0,0.0,7.0,2.0
0,3.0,0.0,27.96803322130324,0.0,0.0,8.0,2.0
0,3.0,0.0,16.866416915851048,1.0,1.0,22.0,0.0
