survived,pclass,sex,age,sibsp,parch,ticket,fare,embarked
0,3,0,22,1,0,21171,7,2
1,1,1,38,1,0,17599,71,0
1,3,1,26,0,0,3101282,7,2
1,1,1,35,1,0,113803,53,2
0,3,0,35,0,0,373450,8,2
0,3,0,30.609299773510784,0,0,330877,8,1
0,1,0,54,0,0,17463,51,2
0,3,0,2,3,1,349909,21,2
1,3,1,27,0,2,347742,11,2
1,2,1,14,1,0,237736,30,0
1,3,1,4,1,1,9549,16,2
1,1,1,58,0,0,113783,26,2
0,3,0,20,0,0,2151,8,2
0,3,0,39,1,5,347082,31,2
0,3,1,14,0,0,350406,7,2
1,2,1,55,0,0,248706,16,2
0,3,0,2,4,1,382652,29,1
1,2,0,32.739919101855364,0,0,244373,13,2
0,3,1,31,1,0,345763,18,2
1,3,1,19.180288066677925,0,0,2649,7,0
0,2,0,35,0,0,239865,26,2
1,2,0,34,0,0,248698,13,2
1,3,1,15,0,0,330923,8,1
1,1,0,28,0,0,113788,35,2
0,3,1,8,3,1,349909,21,2
1,3,1,38,1,5,347077,31,2
0,3,0,23.772818967908226,0,0,2631,7,0
0,1,0,19,3,2,19950,263,2
1,3,1,26.459811397907256,0,0,330959,7,1
0,3,0,27.9028974879017,0,0,349216,7,2
0,1,0,40,0,0,17601,27,0
1,1,1,34.21067879177996,1,0,17569,146,0
1,3,1,26.52971785898431,0,0,335677,7,1
0,2,0,66,0,0,24579,10,2
0,1,0,28,1,0,17604,82,0
0,1,0,42,1,0,113789,52,2
1,3,0,23.774185045085027,0,0,2677,7,0
0,3,0,21,0,0,2152,8,2
0,3,1,18,2,0,345764,18,2
1,3,1,14,1,0,2651,11,0
0,3,1,40,1,0,7546,9,2
0,2,1,27,1,0,11668,21,2
0,3,0,34.066566863047775,0,0,349253,7,0
1,2,1,3,1,2,2123,41,0
1,3,1,19,0,0,330958,7,1
0,3,0,27.72195294273016,0,0,23567,8,2
0,3,0,26.33979402918055,1,0,370371,15,1
1,3,1,21.768047708393304,0,0,14311,7,1
0,3,0,10.648923733220194,2,0,2662,21,0
0,3,1,18,1,0,349237,17,2
0,3,0,7,4,1,3101295,39,2
0,3,0,21,0,0,39886,7,2
1,1,1,49,1,0,17572,76,0
1,2,1,29,1,0,2926,26,2
0,1,0,65,0,1,113509,61,0
1,1,0,42.143102761404464,0,0,19947,35,2
1,2,1,21,0,0,31026,10,2
0,3,0,28,0,0,2697,7,0
1,2,1,5,1,2,34651,27,2
0,3,0,11,5,2,2144,46,2
0,3,0,22,0,0,2669,7,0
1,1,1,38,0,0,113572,80,-1
0,1,0,45,1,0,36973,83,2
0,3,0,4,3,2,347088,27,2
0,1,0,44.719356394572166,0,0,17605,27,0
1,3,0,15.516716354103984,1,1,2661,15,0
1,2,1,29,0,0,29395,10,2
0,3,0,19,0,0,3464,8,2
1,3,1,17,4,2,3101281,7,2
0,3,0,26,2,0,315151,8,2
0,2,0,32,0,0,33111,10,2
0,3,1,16,5,2,2144,46,2
0,2,0,21,0,0,14879,73,2
0,3,0,26,1,0,2680,14,0
1,3,0,32,0,0,1601,56,2
0,3,0,25,0,0,348123,7,2
0,3,0,27.902895061041637,0,0,349208,7,2
0,3,0,27.805673062727646,0,0,374746,8,2
1,2,0,0,0,2,248738,29,2
1,3,1,30,0,0,364516,12,2
0,3,0,22,0,0,345767,9,2
1,3,0,29,0,0,345779,9,2
1,3,1,26.459411339736615,0,0,330932,7,1
0,1,0,28,0,0,113059,47,2
1,2,1,17,0,0,14885,10,2
1,3,1,33,3,0,3101278,15,2
0,3,0,16,1,3,6608,34,2
0,3,0,27.809806871642067,0,0,392086,8,2
1,1,1,23,3,2,19950,263,2
0,3,0,24,0,0,343275,8,2
0,3,0,29,0,0,343276,8,2
0,3,0,20,0,0,347466,7,2
0,1,0,46,1,0,5734,61,2
0,3,0,26,1,2,2315,20,2
0,3,0,59,0,0,364500,7,2
0,3,0,27.805712159882322,0,0,374910,8,2
0,1,0,71,0,0,17754,34,0
1,1,0,23,0,1,17759,63,0
1,2,1,34,0,1,231919,23,2
0,2,0,34,1,0,244367,26,2
0,3,1,28,0,0,349245,7,2
0,3,0,27.90289718454419,0,0,349215,7,2
0,1,0,21,0,1,35281,77,2
0,3,0,33,0,0,7540,8,2
0,3,0,37,2,0,3101276,7,2
0,3,0,28,0,0,349207,7,2
1,3,1,21,0,0,343120,7,2
1,3,0,27.891908362191746,0,0,312991,7,2
0,3,0,38,0,0,349249,7,2
1,3,1,20.737664877219352,1,0,371110,24,1
0,1,0,47,0,0,110465,52,2
0,3,1,14,1,0,2665,14,0
0,3,0,22,0,0,324669,8,2
0,3,1,20,1,0,4136,9,2
0,3,1,17,0,0,2627,14,0
0,3,0,21,0,0,3101294,7,2
0,3,0,70,0,0,370369,7,1
0,2,0,29,1,0,11668,21,2
0,1,0,24,0,1,17558,247,0
0,3,1,2,4,2,347082,31,2
0,2,0,21,2,0,14879,73,2
0,3,0,27.729329669906562,0,0,54510,8,2
0,2,0,32,1,0,237736,30,0
1,2,1,32,0,0,27267,13,2
0,1,0,54,0,1,35281,77,2
1,3,0,12,1,0,2651,11,0
0,3,0,31.30153004658948,0,0,370372,7,1
1,3,0,24,0,0,17369,7,2
1,3,1,13.038343081943857,1,1,2668,22,0
0,3,0,45,0,0,347061,6,2
0,3,0,33,0,0,349241,7,0
0,3,0,20,0,0,3101307,7,2
0,3,1,47,1,0,3337,14,2
1,2,1,29,1,0,228414,26,2
0,2,0,25,0,0,29178,13,2
0,2,0,23,0,0,2133,15,0
1,1,1,19,0,2,11752,26,2
0,1,0,37,1,0,113803,53,2
0,3,0,16,0,0,7534,9,2
0,1,0,24,0,0,17593,79,0
0,3,1,20.783249308183944,0,2,2678,15,0
1,3,1,22,0,0,347081,7,2
1,3,1,24,1,0,3101279,15,2
0,3,0,19,0,0,365222,6,1
0,2,0,18,0,0,231945,11,2
0,2,0,19,1,1,33112,36,2
1,3,0,27,0,0,350043,7,2
0,3,1,9,2,2,6608,34,2
0,2,0,36,0,2,230080,26,2
0,2,0,42,0,0,244310,13,2
0,2,0,51,0,0,1166,12,2
1,1,1,22,1,0,113776,66,2
0,3,0,55,0,0,11206,8,2
0,3,0,40,0,2,851,14,2
0,3,0,27.877441546015582,0,0,265302,7,2
0,1,0,51,0,1,17597,61,0
1,3,1,16,0,0,35851,7,1
0,3,0,30,0,0,392090,8,2
0,3,0,27.791438599263348,0,0,315037,8,2
0,3,0,10.41858064294616,8,2,2343,69,2
0,3,0,44,0,1,371362,16,2
1,2,1,40,0,0,33595,15,2
0,3,0,26,0,0,347068,7,2
0,3,0,17,0,0,315093,8,2
0,3,0,1,4,1,3101295,39,2
1,3,0,9,0,2,363291,20,2
1,1,1,30.894416073310936,0,1,113505,55,2
0,3,1,45,1,4,347088,27,2
0,1,0,42.50838909196839,0,0,17318,25,2
0,3,0,28,0,0,1601,56,2
0,1,0,61,0,0,111240,33,2
0,3,0,4,4,1,382652,29,1
1,3,1,1,1,1,347742,11,2
0,3,0,21,0,0,3101280,7,2
0,1,0,56,0,0,17764,30,0
0,3,0,18,1,1,350404,7,2
0,3,0,16.635528284309967,3,1,4133,25,2
0,1,1,50,0,0,17595,28,0
0,2,0,30,0,0,250653,13,2
0,3,0,36,0,0,1024,0,2
0,3,1,10.609763459014367,8,2,2343,69,2
0,2,0,34.02412297736245,0,0,2131,15,0
0,3,0,9,4,2,347077,31,2
1,2,0,1,2,1,230136,39,2
1,3,1,4,0,2,315153,22,2
0,1,0,39.516546522563516,0,0,113767,50,2
1,3,1,21.883322527606655,1,0,370365,15,1
1,1,0,45,0,0,111428,26,2
0,3,0,40,1,1,364849,15,1
0,3,0,36,0,0,349247,7,2
1,2,1,32,0,0,234604,13,2
0,2,0,19,0,0,28424,13,2
1,3,1,19,1,0,350046,7,2
1,2,0,3,1,1,230080,26,2
1,1,1,44,0,0,17610,27,0
1,1,1,58,0,0,17569,146,0
0,3,0,31.27649447292253,0,0,368703,7,1
0,3,0,42,0,1,4579,8,2
1,3,1,27.043762974318394,0,0,370370,7,1
0,2,1,24,0,0,248747,13,2
0,3,0,28,0,0,345770,9,2
0,3,0,10.41858064294616,8,2,2343,69,2
0,3,0,34,0,0,3101264,6,2
0,3,0,45,0,0,2628,7,0
1,3,0,18,0,0,3540,8,2
0,3,1,2,0,1,347054,10,2
0,3,0,32,1,0,3101278,15,2
1,3,0,26,0,0,2699,18,0
1,3,1,16,0,0,367231,7,1
1,1,0,40,0,0,112277,31,0
0,3,0,24,0,0,3101311,7,2
1,2,1,35,0,0,13528,21,2
0,3,0,22,0,0,21174,7,2
0,2,0,30,0,0,250646,13,2
0,3,0,27.348130017426893,1,0,367229,7,1
1,1,1,31,1,0,35273,113,0
1,3,1,27,0,0,3101283,7,2
0,2,0,42,1,0,243847,27,2
1,1,1,32,0,0,11813,76,0
0,2,0,30,0,0,14208,10,2
1,3,0,16,0,0,392089,8,2
0,2,0,27,0,0,220367,13,2
0,3,0,51,0,0,21440,8,2
0,3,0,27.902902948336827,0,0,349234,7,2
1,1,0,38,1,0,19943,90,2
0,3,0,22,0,0,4348,9,2
1,2,0,19,0,0,751,10,2
0,3,0,20,0,0,21173,7,2
0,2,0,18,0,0,236171,13,2
0,3,1,14.826571650511765,3,1,4133,25,2
1,1,1,35,1,0,36973,83,2
0,3,0,29,0,0,347067,7,2
0,2,0,59,0,0,237442,13,2
1,3,1,5,4,2,347077,31,2
0,2,0,24,0,0,29566,10,2
0,3,1,24.01069149151594,0,0,6609,7,2
0,2,0,44,1,0,26707,26,2
1,2,1,8,0,2,31921,26,2
0,2,0,19,0,0,28665,10,2
0,2,0,33,0,0,1585,12,2
0,3,1,12.623904580913347,1,0,2665,14,0
1,3,1,21.837640533901265,1,0,367230,15,1
0,2,0,29,0,0,14263,10,2
0,3,0,22,0,0,3101275,7,2
0,3,0,30,0,0,2694,7,0
0,1,0,44,2,0,19928,90,1
0,3,1,25,0,0,347071,7,2
1,2,1,24,0,2,250649,14,2
1,1,0,37,1,1,11751,52,2
0,2,0,54,1,0,244252,26,2
0,3,0,27.90687147125022,0,0,362316,7,2
0,3,1,29,1,1,347054,10,2
0,1,0,62,0,0,113514,26,2
0,3,0,30,1,0,3336,16,2
0,3,1,41,0,2,370129,20,2
1,3,1,29,0,2,2650,15,0
1,1,1,39.916426623551736,0,0,17585,79,0
1,1,1,30,0,0,110152,86,2
1,1,1,35,0,0,17755,512,0
1,2,1,50,0,1,230433,26,2
0,3,0,31.51286988924601,0,0,384461,7,1
1,3,0,3,4,2,347077,31,2
0,1,0,52,1,1,110413,79,2
0,1,0,40,0,0,112059,0,2
0,3,1,27.225700540143976,0,0,382649,7,1
0,2,0,36,0,0,17248,10,2
0,3,0,16,4,1,3101295,39,2
1,3,0,25,1,0,347083,7,2
1,1,1,58,0,1,17582,153,2
1,1,1,35,0,0,17760,135,2
0,1,0,40.21865424339262,0,0,113798,31,2
1,3,0,25,0,0,1024,0,2
1,2,1,41,0,1,250644,19,2
0,1,0,37,0,1,17596,29,0
1,3,1,27.043837059164797,0,0,370375,7,1
1,1,1,63,1,0,13502,77,2
0,3,1,45,0,0,347073,7,2
0,2,0,33.705796632709664,0,0,239853,0,2
0,3,0,7,4,1,382652,29,1
1,3,1,35,1,1,2673,20,2
0,3,0,65,0,0,336439,7,1
0,3,0,28,0,0,347464,7,2
0,3,0,16,0,0,345778,9,2
1,3,0,19,0,0,10482,8,2
0,1,0,40.41955851135847,0,0,113056,26,2
0,3,0,33,0,0,349239,8,0
1,3,0,30,0,0,345774,9,2
0,3,0,22,0,0,349206,7,2
1,2,0,42,0,0,237798,13,2
1,3,1,22,0,0,370373,7,1
1,1,1,26,0,0,19877,78,2
1,1,1,19,1,0,11967,91,0
0,2,0,36,0,0,2163,12,0
0,3,1,24,0,0,349236,8,2
0,3,0,24,0,0,349233,7,2
0,1,0,44.71941121664682,0,0,17612,27,0
0,3,0,23,0,0,2693,7,0
0,1,1,2,1,2,113781,151,2
1,1,0,42.29668109055535,0,0,19988,30,2
1,1,1,50,0,1,17558,247,0
1,3,1,21.69282195534366,0,0,9234,7,1
1,3,0,20.85749806770452,2,0,367226,23,1
0,3,0,19,0,0,1024,0,2
1,2,1,31.959572442314503,0,0,226593,12,1
0,3,0,27.716922521628472,0,0,2466,8,2
1,1,0,0,1,2,113781,151,2
1,1,1,39.21863091901945,0,0,17421,110,0
1,1,1,17,1,0,17758,108,0
0,2,0,30,1,0,3381,24,0
1,1,1,30,0,0,17485,56,0
1,1,1,24,0,0,11767,83,0
1,1,1,18,2,2,17608,262,0
0,2,1,26,1,1,250651,26,2
0,3,0,28,0,0,349243,7,2
0,2,0,43,1,1,13529,26,2
1,3,1,26,0,0,347470,7,2
1,2,1,24,1,0,244367,26,2
0,2,0,54,0,0,29011,14,2
1,1,1,31,0,2,36928,164,2
1,1,1,40,1,1,16966,134,0
0,3,0,22,0,0,21172,7,2
0,3,0,27,0,0,349219,7,2
1,2,1,30,0,0,234818,12,1
1,2,1,22,1,1,248738,29,2
0,3,0,10.41858064294616,8,2,2343,69,2
1,1,1,36,0,0,17760,135,0
0,3,0,61,0,0,345364,6,2
1,2,1,36,0,0,28551,13,2
1,3,1,31,1,1,363291,20,2
1,1,1,16,0,1,111361,57,0
1,3,1,16.203043891422098,2,0,367226,23,1
0,1,0,45,0,0,113043,28,2
0,1,0,38,0,1,17582,153,2
0,3,0,16,2,0,345764,18,2
1,1,1,36.137473314258486,1,0,17611,133,2
0,3,0,27.902900218119264,0,0,349225,7,2
0,1,0,29,1,0,113776,66,2
1,1,1,41,0,0,16966,134,0
1,3,0,45,0,0,7598,8,2
0,1,0,45,0,0,113784,35,2
1,2,0,2,1,1,230080,26,2
1,1,1,24,3,2,19950,263,2
0,2,0,28,0,0,248740,13,2
0,2,0,25,0,0,244361,13,2
0,2,0,36,0,0,229236,13,2
1,2,1,24,0,0,248733,13,2
1,2,1,40,0,0,31418,13,2
1,3,1,20.349060936431577,1,0,386525,16,2
1,3,0,3,1,1,37671,15,2
0,3,0,42,0,0,315088,8,2
0,3,0,23,0,0,7267,9,2
0,1,0,40.077051214357546,0,0,113510,35,2
0,3,0,15,1,1,2695,7,0
0,3,0,25,1,0,349237,17,2
0,3,0,23.77329412518711,0,0,2647,7,0
0,3,0,28,0,0,345783,9,2
1,1,1,22,0,1,113505,55,2
0,2,1,38,0,0,237671,13,2
1,3,1,26.459396522767324,0,0,330931,7,1
1,3,1,26.460122554262195,0,0,330980,7,1
0,3,0,40,1,4,347088,27,2
0,2,0,29,1,0,2167,27,0
0,3,1,45,0,1,2691,14,0
0,3,0,35,0,0,3101310,7,2
0,3,0,26.339705499280903,1,0,370365,15,1
0,3,0,30,0,0,7076,7,2
1,1,1,60,1,0,110813,75,0
1,3,1,19.179609245701556,0,0,2626,7,0
1,3,1,21.768077342331868,0,0,14313,7,1
1,1,1,24,0,0,17477,69,0
1,1,0,25,1,0,11765,55,0
0,3,0,18,1,0,3101267,6,2
0,3,0,19,0,0,323951,8,2
0,1,0,22,0,0,17760,135,0
0,3,1,3,3,1,349909,21,2
1,1,1,37.55037966814858,1,0,17604,82,0
1,3,1,22,0,0,7077,7,2
0,1,0,27,0,2,113503,211,0
0,3,0,20,0,0,2648,4,0
0,3,0,19,0,0,347069,7,2
1,1,1,42,0,0,17757,227,0
1,3,1,1,0,2,2653,15,0
0,3,0,32,0,0,3101293,7,2
1,1,1,35,1,0,113789,52,2
0,3,0,27.90290082483428,0,0,349227,7,2
0,2,0,18,0,0,14879,73,2
0,3,0,1,5,2,2144,46,2
1,2,1,36,0,0,27849,13,2
0,3,0,31.26077411270505,0,0,367655,7,1
1,2,1,17,0,0,1748,12,0
1,1,0,36,1,2,113760,120,2
1,3,0,21,0,0,350034,7,2
0,3,0,28,2,0,3101277,7,2
1,1,1,23,1,0,35273,113,0
1,3,1,24,0,2,9549,16,2
0,3,0,22,0,0,350052,7,2
0,3,1,31,0,0,350407,7,2
0,2,0,46,0,0,28403,26,2
0,2,0,23,0,0,244278,10,2
1,2,1,28,0,0,240929,12,2
1,3,0,39,0,0,3101289,7,2
0,3,0,26,0,0,341826,8,2
0,3,1,21,1,0,4137,9,2
0,3,0,28,1,0,3101279,15,2
0,3,1,20,0,0,315096,8,2
0,2,0,34,1,0,28664,21,2
0,3,0,51,0,0,347064,7,2
1,2,0,3,1,1,29106,18,2
0,3,0,21,0,0,312992,7,2
0,3,1,14.826571650511765,3,1,4133,25,2
0,3,0,27.902899308046745,0,0,349222,7,2
0,3,0,31.76195949258464,0,0,394140,6,1
1,1,1,33,1,0,19928,90,1
0,2,0,33.705796632709664,0,0,239853,0,2
1,3,0,44,0,0,3101269,7,2
0,3,1,23.951738657947484,0,0,343095,8,2
1,2,1,34,1,1,28220,32,2
1,2,1,18,0,2,250652,13,2
0,2,0,30,0,0,28228,13,2
0,3,1,10,0,2,345773,24,2
0,3,0,34.066596560377704,0,0,349254,7,0
0,3,0,21,0,0,13032,7,1
0,3,0,29,0,0,315082,7,2
0,3,1,28,1,1,347080,14,2
0,3,0,18,1,1,370129,20,2
0,3,0,27.807348367042803,0,0,34244,7,2
1,2,1,28,1,0,2003,26,2
1,2,1,19,0,0,250655,26,2
0,3,0,31.218713148917075,0,0,364851,7,1
1,3,0,32,0,0,392078,8,2
1,1,0,28,0,0,110564,26,2
1,3,1,20.350956889234823,1,0,376564,16,2
1,2,1,42,1,0,3085,26,2
0,3,0,17,0,0,3101274,7,2
0,1,0,50,1,0,13507,55,2
1,1,1,14,1,2,113760,120,2
0,3,1,21,2,2,6608,34,2
1,2,1,24,2,3,29106,18,2
0,1,0,64,1,4,19950,263,2
0,2,0,31,0,0,18723,10,2
1,2,1,45,1,1,13529,26,2
0,3,0,20,0,0,345769,9,2
0,3,0,25,1,0,347076,7,2
